,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_sentiment_positive,reviews_sentiment_negative,reviews_sentiment_neutral,reviews_sentiment_mixed,number_sentiment_reviews,occupation_percentage_categoric
819,"Boston, Massachusetts, United States",within an hour,100%,100%,t,1,"['email', 'phone', 'facebook', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.344124982631705,-71.0704830352942,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Pets live on this property"",Cat(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$125.00,,,1,$40.00,2,1125,59,97.0,10.0,9.0,10.0,10.0,10.0,10.0,f,t,moderate,f,f,99.75,0.01,0.22,0.02,59,2
820,US,,,,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02116,42.34521620497881,-71.0718595272896,Apartment,Entire home/apt,2,2.0,2.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,$250.00,$95.00,,1,$0.00,2,1125,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,82.09,1.32,0.09,16.49,2,3
821,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,02116,42.34473147773383,-71.07090818312652,Apartment,Entire home/apt,4,1.0,2.0,3.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$229.00,$400.00,$95.00,2,$10.00,3,1125,9,73.0,7.0,7.0,8.0,8.0,9.0,7.0,f,t,strict,f,f,63.61,19.72,2.69,13.98,9,3
822,"Boston, Massachusetts, United States",,,,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33767012629468,-71.07640773355523,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,""translation missing: en.hosting_amenity_50""}",,$90.00,,$45.00,1,$0.00,2,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,99.91,0.0,0.08,0.0,1,3
823,"Boston, Massachusetts, United States",within a few hours,100%,56%,t,2,"['email', 'phone', 'amex', 'reviews', 'kba']",t,t,South End,Boston,02210,42.34430213679429,-71.06899694278945,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$200.00,$250.00,$40.00,1,$0.00,1,1125,11,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.95,0.0,0.03,0.02,11,1
824,"Boston, Massachusetts, United States",within a few hours,98%,66%,f,22,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34079541636332,-71.0807041719754,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher""}",,$100.00,$500.00,$75.00,1,$0.00,2,1125,39,76.0,8.0,9.0,9.0,9.0,10.0,8.0,f,f,strict,f,f,69.2,5.55,0.11,25.14,39,1
825,"Boston, Massachusetts, United States",within an hour,100%,94%,t,6,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34121342173442,-71.0757105405123,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$306.00,$150.00,$90.00,4,$100.00,1,85,192,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,t,t,97.75,0.04,0.56,1.65,192,2
826,"Boston, Massachusetts, United States",within a day,80%,90%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34380979831552,-71.06929087357383,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",Essentials,Hangers,Iron,""Laptop Friendly Workspace""}",,$229.00,$250.00,$80.00,4,$100.00,3,60,5,95.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,79.14,13.97,5.48,1.42,5,3
827,"Montreal, Quebec, Canada",within a few hours,71%,98%,f,363,"['email', 'phone', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,02118,42.34562568447279,-71.06321265493553,Condominium,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Pool,Kitchen,""Pets Allowed"",Doorman,Gym,""Elevator in Building"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$199.00,$400.00,$95.00,1,$10.00,3,1125,4,100.0,10.0,10.0,10.0,9.0,10.0,10.0,f,t,strict,f,f,99.91,0.0,0.08,0.0,4,3
828,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.339544636587625,-71.07387035555206,Loft,Shared room,1,1.0,1.0,1.0,Pull-out Sofa,"{""Wireless Internet"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Suitable for Events"",Washer,Dryer,""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer""}",,$67.00,,,1,$0.00,2,5,14,93.0,9.0,9.0,9.0,9.0,10.0,9.0,f,f,flexible,f,f,97.9,0.04,0.1,1.97,14,3
829,"Boston, Massachusetts, United States",within an hour,100%,50%,f,3,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34258199617985,-71.07650344409146,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Shampoo}",,$120.00,,,1,$20.00,28,45,6,97.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,99.93,0.0,0.06,0.01,6,3
830,"Boston, Massachusetts, United States",within a few hours,100%,87%,t,12,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.34178015511022,-71.08004973669456,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$239.00,,,2,$25.00,3,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.84,0.01,0.15,0.01,1,1
831,"Boston, Massachusetts, United States",within a few hours,90%,100%,t,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,02116,42.34770355986914,-71.07152833868011,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Pets Allowed"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$197.00,,$80.00,1,$0.00,2,30,26,98.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,f,f,97.5,0.01,0.08,2.41,26,3
832,"Boston, Massachusetts, United States",,,,f,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.33930896325949,-71.06495498840539,Apartment,Private room,2,1.5,1.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke Detector""}",,$85.00,,$25.00,1,$0.00,2,1125,1,80.0,8.0,8.0,10.0,10.0,8.0,8.0,f,f,flexible,f,f,99.84,0.0,0.14,0.01,1,3
833,"Boston, Massachusetts, United States",within a few hours,100%,83%,t,3,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34241482588717,-71.07451934312452,House,Entire home/apt,8,4.5,5.0,6.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",""Pets live on this property"",Dog(s),""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,"$1,300.00","$1,000.00",,1,$0.00,5,30,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.96,0.0,0.03,0.0,2,1
834,"Boston, Massachusetts, United States",within a day,50%,50%,f,2,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33635725516032,-71.07444244408435,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,Essentials,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$266.00,,$65.00,2,$10.00,3,1125,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,flexible,f,f,99.97,0.0,0.03,0.0,1,3
835,"Boston, Massachusetts, United States",,,,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33569268282436,-71.07463210582779,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo}",,$160.00,$160.00,$45.00,1,$0.00,2,21,6,95.0,9.0,10.0,10.0,9.0,10.0,9.0,f,f,flexible,f,f,66.88,18.57,14.5,0.05,6,3
836,"Boston, Massachusetts, United States",within a day,80%,100%,f,1,"['email', 'phone', 'linkedin', 'reviews']",t,f,South End,Boston,02118,42.342459308679885,-71.07890447746665,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,Heating,""Smoke Detector"",""First Aid Kit"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,Iron,""Laptop Friendly Workspace""}",,$280.00,,$80.00,1,$20.00,3,1125,8,93.0,10.0,10.0,10.0,10.0,9.0,9.0,f,f,moderate,f,f,99.88,0.0,0.1,0.01,8,1
837,"Boston, Massachusetts, United States",within an hour,100%,100%,f,5,"['email', 'phone', 'facebook', 'reviews', 'manual_offline', 'jumio']",t,t,South End,Boston,02118,42.33817959209641,-71.06462945503596,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Wheelchair Accessible"",Kitchen,""Free Parking on Premises"",""Elevator in Building"",""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit""}",750.0,$225.00,$500.00,$80.00,3,$100.00,2,1125,31,93.0,10.0,9.0,9.0,10.0,9.0,9.0,f,f,strict,t,t,89.48,3.78,2.69,4.06,31,1
838,"Boston, Massachusetts, United States",within a few hours,90%,82%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02116,42.34311950529787,-71.07585049962194,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Hangers,Iron}",,$170.00,,$25.00,1,$10.00,1,1125,50,97.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,flexible,f,f,96.22,1.22,0.94,1.61,50,2
839,"Boston, Massachusetts, United States",within an hour,100%,0%,t,1,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34447431637321,-71.07698271329764,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,"{""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Breakfast,""Hot Tub"",Heating,""Suitable for Events"",""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$168.00,"$1,000.00",$25.00,2,$65.00,1,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.96,0.01,0.02,0.01,4,3
840,"Boston, Massachusetts, United States",within an hour,100%,94%,t,6,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.34348781143775,-71.07680165158366,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,""Suitable for Events"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$183.00,$100.00,$70.00,2,$77.00,2,365,192,94.0,9.0,9.0,10.0,10.0,10.0,9.0,f,f,strict,t,t,93.81,1.37,0.58,4.23,191,2
841,US,within an hour,100%,100%,f,2,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.34389101690596,-71.06948267335085,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""translation missing: en.hosting_amenity_50""}",,$300.00,,,1,$0.00,4,1125,9,88.0,9.0,8.0,10.0,10.0,10.0,9.0,f,t,strict,f,f,75.43,9.64,5.69,9.23,9,1
842,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.33500337603392,-71.0750936145144,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,"{Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer""}",,$166.00,,,1,$0.00,2,1125,2,90.0,9.0,10.0,10.0,10.0,9.0,10.0,f,f,flexible,f,f,99.8,0.03,0.11,0.06,2,3
843,"Boston, Massachusetts, United States",within an hour,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02116,42.34343207030431,-71.0729121344843,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Indoor Fireplace"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$350.00,,$50.00,1,$0.00,2,10,33,98.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,96.82,2.13,0.95,0.09,33,1
844,"Boston, Massachusetts, United States",within an hour,100%,96%,f,3,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.3380745881418,-71.07532867247558,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$190.00,$250.00,$50.00,2,$30.00,2,1125,115,92.0,10.0,9.0,10.0,10.0,9.0,9.0,f,f,strict,f,f,91.59,1.46,0.22,6.73,115,1
845,"Boston, Massachusetts, United States",within a day,100%,95%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.34266914158188,-71.06957670158451,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",""Indoor Fireplace"",""Buzzer/Wireless Intercom"",Heating,""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,""Lock on Bedroom Door"",""24-Hour Check-in"",Hangers,""Hair Dryer"",""Laptop Friendly Workspace""}",,$180.00,,,1,$0.00,2,10,18,96.0,10.0,10.0,10.0,10.0,10.0,9.0,f,f,strict,f,f,90.03,1.46,3.74,4.77,18,3
846,"Boston, Massachusetts, United States",within a day,100%,93%,t,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33533589134802,-71.07425652058345,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,"{Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",,$99.00,$150.00,,1,$10.00,3,1125,78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,moderate,t,t,99.49,0.01,0.3,0.19,78,2
847,"Boston, Massachusetts, United States",within an hour,100%,50%,f,3,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02118,42.33981502500543,-71.07770093493704,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo}",,$110.00,,,1,$20.00,28,45,4,75.0,6.0,8.0,9.0,9.0,10.0,8.0,f,f,strict,f,f,51.02,24.98,0.07,23.93,4,3
848,"Boston, Massachusetts, United States",within a few hours,100%,100%,f,1,"['email', 'phone', 'reviews', 'kba']",t,t,South End,Boston,02118,42.3380771614161,-71.07509284636787,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",""Smoke Detector"",""Fire Extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49""}",,$210.00,$375.00,$50.00,2,$25.00,4,100,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,f,f,strict,f,f,99.05,0.01,0.03,0.92,6,1
849,"Middlesex County, Massachusetts, United States",within a few hours,100%,91%,f,52,"['email', 'phone', 'reviews', 'jumio']",t,t,South End,Boston,02116,42.345045581707545,-71.07576543977315,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke Detector"",""Fire Extinguisher""}",,$155.00,,$225.00,1,$0.00,7,1125,2,80.0,9.0,9.0,8.0,8.0,10.0,7.0,f,f,strict,f,f,81.13,1.98,0.32,16.57,2,1
850,"Boston, Massachusetts, United States",within a few hours,100%,67%,f,1,"['email', 'phone', 'facebook', 'reviews', 'kba']",t,t,South End,Boston,02118,42.33617223217502,-71.07542723618671,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Free Parking on Premises"",Heating,Washer,Dryer,""Smoke Detector"",""Carbon Monoxide Detector"",""First Aid Kit"",""Safety Card"",""Fire Extinguisher"",Essentials,Shampoo,""Hair Dryer"",Iron}",,$178.00,,$75.00,2,$0.00,1,4,9,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.25,0.01,0.07,0.66,9,3
851,"Boston, Massachusetts, United States",within an hour,100%,91%,f,1,"['phone', 'reviews']",t,f,South End,Boston,02118,42.34230308536128,-71.08036333667405,Condominium,Entire home/apt,7,2.0,4.0,5.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Kitchen,Heating,""Family/Kid Friendly"",Washer,Dryer,""Smoke Detector"",""First Aid Kit"",""Fire Extinguisher"",Essentials,Shampoo,""24-Hour Check-in"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$600.00,$200.00,$125.00,4,$20.00,1,1125,6,83.0,8.0,9.0,8.0,9.0,10.0,9.0,f,f,flexible,f,f,83.3,12.13,0.04,4.53,6,3
852,US,within an hour,100%,97%,f,4,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,South End,Boston,02116,42.34451312552965,-71.07422168503966,Townhouse,Entire home/apt,4,1.0,1.0,2.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$170.00,,$50.00,2,$25.00,3,1125,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.88,0.0,0.1,0.01,4,2
853,"Boston, Massachusetts, United States",within a day,77%,33%,f,16,"['email', 'phone', 'reviews']",t,f,South End,Boston,02118,42.34385225246119,-71.07925307675536,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air Conditioning"",Kitchen,""Buzzer/Wireless Intercom"",Heating,""Family/Kid Friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$129.00,,,1,$0.00,2,1125,5,96.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.88,0.03,0.04,0.05,5,1
854,US,within an hour,100%,97%,f,4,"['email', 'phone', 'google', 'reviews', 'kba']",t,t,South End,Boston,02116,42.34386190737302,-71.07419704066525,Townhouse,Entire home/apt,2,1.0,0.0,1.0,Real Bed,"{TV,""Wireless Internet"",""Air Conditioning"",Heating,""Family/Kid Friendly"",""Smoke Detector"",""Carbon Monoxide Detector"",""Fire Extinguisher"",Essentials,Shampoo,""Lock on Bedroom Door"",""Hair Dryer"",Iron,""Laptop Friendly Workspace""}",,$160.00,,$50.00,2,$25.00,2,1125,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,f,f,strict,f,f,99.95,0.0,0.03,0.01,5,2
